,.I,data,.B
823,824.0,descriptran automated descriptive geometry kliphardt  descriptive geometry consists of procedures originally designed to solve 3 space geometry problems by graphical constructions and measurement instead of by computation however in addition to this it unifies and simplifies the approach to many such problems when one can call subroutines that compute new coordinates that correspond to those obtainable from the graphical constructions there is the three way advantage of the approach of descriptive geometry the accuracy of computation and the speed of the digital computer descriptran makes it possible to program many problems in 3 space with a few statements it consists of 15 subroutines analogous to the procedures of descriptive geometry,1963-06-01
824,825.0,pip a photo interpretive program for the analysis of spark chamber data rudloe  deutsch  marill  an operating computer program that processes photographically recorded data is described the input to the program consists of spark chamber photographs on which tracks of high energy particles are recorded the program automatically scans measures and performs the preliminary interpretation of these photographs in continuous operation a processing rate of 5 000 photographic frames per hour is achieved,1963-06-01
825,826.0,remarks on fortran subroutines for time series analysis bennett  ,1963-06-01
826,827.0,disk file sorting schick  sorting techniques using an ibm 1401 with a random access storage device are evaluated,1963-06-01
827,828.0,incompressible flow network calculations cantrell  a general method for the calculation of flows and pressures in fluid flow networks is presented the method is applicable to computer use,1963-06-01
828,829.0,the external language klipa for the ural 2 digital computer greniewski  m  turski  ,1963-06-01
829,830.0,corc the cornell computing language conway  maxwell  ,1963-06-01
830,831.0,real error function erf algorithm 123 jr   ,1963-06-01
831,832.0,curve fitting with constraints algorithm 74 isoda  ,1963-06-01
832,833.0,reduction of a symmetric bandmatrix to triple diagonal form schwartz  ,1963-06-01
833,834.0,nonrecursive adaptive integration algorithm 182 mckeeman  tesler  ,1963-06-01
834,835.0,complementary error function large x algorithm 181 jr   ,1963-06-01
835,836.0,error function large x algorithm 180 jr   ,1963-06-01
836,837.0,incomplete beta ratio algorithm 179 ludwig  ,1963-06-01
837,838.0,direct search algorithm 178 jr   ,1963-06-01
838,839.0,least squares solution with constraints algorithm 177 synge  ,1963-06-01
839,840.0,least squares surface fit algorithm 176 arthurs  ,1963-06-01
840,841.0,shuttle sort algorithm 175 shaw  trimble  ,1963-06-01
841,842.0,a posteriori bounds on a zero of a polynomial algorithm 174 gibb  ,1963-06-01
842,843.0,assign algorithm 173 hajek  ,1963-06-01
843,844.0,1410 fortran edit feature fedako j  ,1963-06-01
844,845.0,another test matrix for determinants and inverses caffrey  ,1963-06-01
845,846.0,self inverse conversion table sanborn  ,1963-06-01
846,847.0,a penny matching program wall  brown  the logic of a penny matching program written for the csx 1 is described,1963-06-01
847,848.0,a note on range transformations for square root and logarithm bemer  there was the germ of an idea in two previous papers 1 2 which no one seems to have picked up in almost five years for certain functions it seems desirable to transform the argument to a short range symmetric about 10 1 will give examples of this usage for the square root and logarithm function for both binary and decimal machines,1963-06-01
848,849.0,use of tree structures for processing files jr   in data processing problems files are frequently used which must both be searched and altered binary search techniques are efficient for searching large files but the associated file organization is not readily adapted to the file alterations conversely a chained file allocation permits efficient alteration but cannot be searched efficiently a file organized into a tree like structure is discussed and it is shown that such a file may both be searched and altered with times proportional to slog s n where n is the number of file items and s is a parameter of the tree it is also shown that optimizing the value of s leads to a search time which is only 25 per cent slower than the binary search the tree organization employs two data chains and may be considered to be a compromise between the organizations for the binary search and the chained file the relation of the tree organization to multidimensional indexing and to the trie structure is also discussed,1963-05-01
